,AMD16_Normal,AMD16_Reordered,AMD64_Normal,AMD64_Reordered,AMD48_Normal,AMD48_Reordered,AMD128_Normal,AMD128_Reordered,SKY32_Normal,SKY32_Reordered,ICE72_Normal,ICE72_Reordered,ARM_Normal,ARM_Reordered,HUA_Normal,HUA_Reordered
./Meszaros/ulevimin/ulevimin.mtx,5.268E-05,5.426E-05,6.517E-05,6.505E-05,4.94E-05,5.208E-05,5.708E-05,6.016E-05,8.083E-05,8.154E-05,7.043E-05,7.099E-05,0.00013726,0.0001368,0.00020108,0.00017366
./Meszaros/us04/us04.mtx,3.224E-05,4.486E-05,2.935E-05,2.598E-05,2.731E-05,2.983E-05,2.718E-05,2.477E-05,3.739E-05,4.249E-05,2.997E-05,2.408E-05,6.222E-05,4.944E-05,0.00016785,0.00016475
./Meszaros/world/world.mtx,1.309E-05,1.621E-05,1.388E-05,1.33E-05,1.162E-05,1.152E-05,1.452E-05,1.413E-05,1.383E-05,1.375E-05,9.04E-06,6.58E-06,3.601E-05,3.439E-05,0.00016661,0.00016591
./Meszaros/gen4/gen4.mtx,8.43E-06,9.58E-06,9.55E-06,9.47E-06,7.67E-06,7.92E-06,9.77E-06,1.044E-05,1.11E-05,1.094E-05,6.6E-06,6.92E-06,4.224E-05,3.765E-05,0.00016099,0.00015806
./Meszaros/fxm3_16/fxm3_16.mtx,2.023E-05,2.971E-05,1.621E-05,1.622E-05,1.621E-05,1.512E-05,1.791E-05,1.599E-05,1.794E-05,2.357E-05,9.04E-06,9.27E-06,4.873E-05,2.725E-05,0.0001666,0.00016947
./Meszaros/fxm4_6/fxm4_6.mtx,1.46E-05,1.685E-05,1.284E-05,1.343E-05,1.214E-05,1.245E-05,1.405E-05,1.464E-05,1.333E-05,1.378E-05,7.43E-06,7.04E-06,3.883E-05,2.458E-05,0.00016528,0.00016684
./Meszaros/stormg2-125/stormg2-125.mtx,2.19E-05,3.073E-05,1.882E-05,1.973E-05,1.729E-05,2.142E-05,1.891E-05,2.17E-05,1.889E-05,2.784E-05,9.29E-06,1.156E-05,5.321E-05,3.964E-05,0.00016418,4.718E-05
./Meszaros/nsct/nsct.mtx,0.00010056,0.00026438,7.853E-05,0.00013665,7.326E-05,0.00012778,3.781E-05,0.00010636,0.00012926,0.00026078,7.059E-05,0.00013603,0.00016759,0.00038317,0.00018014,0.000201
./Meszaros/nsir/nsir.mtx,2.93E-05,4.506E-05,2.058E-05,2.577E-05,1.803E-05,2.165E-05,1.136E-05,2.164E-05,4.107E-05,4.281E-05,1.853E-05,2.233E-05,4.094E-05,5.219E-05,4.18E-05,4.258E-05
./Meszaros/rat/rat.mtx,1.649E-05,1.632E-05,1.282E-05,1.343E-05,1.202E-05,1.273E-05,1.336E-05,1.423E-05,1.499E-05,1.501E-05,8.08E-06,8.11E-06,3.925E-05,4.293E-05,0.00016117,0.0001582
./Meszaros/pltexpa/pltexpa.mtx,8.91E-06,1.162E-05,9.93E-06,1.036E-05,8.2E-06,8.86E-06,1.096E-05,1.174E-05,7.49E-06,9.94E-06,6.51E-06,6.42E-06,4.416E-05,4.16E-05,4.424E-05,4.338E-05
./Meszaros/sc205-2r/sc205-2r.mtx,7.9E-06,8.19E-06,9.63E-06,1.02E-05,7.64E-06,7.69E-06,1.05E-05,1.083E-05,6.85E-06,6.94E-06,6.24E-06,6.18E-06,4.378E-05,4.074E-05,4.537E-05,4.472E-05
./Meszaros/scagr7-2r/scagr7-2r.mtx,7.71E-06,8.26E-06,9.69E-06,1.001E-05,7.53E-06,8.51E-06,1.025E-05,1.121E-05,7.03E-06,8.07E-06,6.21E-06,6.03E-06,4.352E-05,3.737E-05,4.491E-05,4.401E-05
./Meszaros/scfxm1-2b/scfxm1-2b.mtx,6.96E-06,8.36E-06,9.28E-06,9.12E-06,7.16E-06,7.73E-06,9.87E-06,1.047E-05,8.68E-06,8.05E-06,5.95E-06,5.73E-06,4.238E-05,3.404E-05,0.00016604,4.307E-05
./Meszaros/scfxm1-2r/scfxm1-2r.mtx,1.229E-05,1.613E-05,1.225E-05,1.149E-05,1.076E-05,1.19E-05,1.303E-05,1.385E-05,1.014E-05,1.476E-05,7.32E-06,6.62E-06,4.657E-05,3.266E-05,4.616E-05,4.261E-05
./Meszaros/scsd8-2b/scsd8-2b.mtx,6.73E-06,6.76E-06,9.2E-06,9.74E-06,6.9E-06,7.3E-06,9.69E-06,1.02E-05,6.86E-06,8.88E-06,6.07E-06,5.92E-06,4.207E-05,4.074E-05,4.361E-05,0.00016125
./Meszaros/scsd8-2c/scsd8-2c.mtx,6.65E-06,6.67E-06,9.27E-06,9.75E-06,6.84E-06,7.19E-06,9.59E-06,1.011E-05,6.73E-06,8.92E-06,6.07E-06,6.01E-06,4.18E-05,4.048E-05,4.389E-05,0.00016128
./Meszaros/scsd8-2r/scsd8-2r.mtx,1.03E-05,1.013E-05,1.13E-05,1.156E-05,8.97E-06,9.74E-06,1.128E-05,1.312E-05,1.079E-05,1.068E-05,6.78E-06,6.77E-06,4.455E-05,4.17E-05,0.00016011,0.00016296
./Meszaros/sctap1-2r/sctap1-2r.mtx,1.024E-05,1.51E-05,1.107E-05,1.119E-05,9.24E-06,1.233E-05,1.218E-05,1.403E-05,8.61E-06,1.733E-05,6.83E-06,7.27E-06,4.571E-05,2.857E-05,4.62E-05,4.491E-05
./UTEP/Dubcova1/Dubcova1.mtx,1.761E-05,1.267E-05,1.063E-05,1.225E-05,1.011E-05,1.113E-05,1.276E-05,1.356E-05,1.679E-05,1.219E-05,6.73E-06,7.54E-06,3.615E-05,4.614E-05,0.00016458,0.00016262
./Botonakis/FEM_3D_thermal1/FEM_3D_thermal1.mtx,2.024E-05,2.058E-05,1.504E-05,1.512E-05,1.524E-05,1.573E-05,1.895E-05,1.958E-05,1.853E-05,1.802E-05,9.25E-06,9.31E-06,5.156E-05,5.025E-05,0.00016463,0.00016323
./Watson/chem_master1/chem_master1.mtx,1.112E-05,1.111E-05,1.119E-05,1.088E-05,9.89E-06,9.95E-06,1.278E-05,1.276E-05,1.139E-05,1.135E-05,6.9E-06,6.95E-06,4.575E-05,4.642E-05,0.00016248,0.00016637
./Watson/Baumann/Baumann.mtx,3.72E-05,3.866E-05,2.239E-05,2.104E-05,2.431E-05,2.717E-05,3.107E-05,3.11E-05,2.909E-05,2.646E-05,1.238E-05,1.269E-05,6.033E-05,6.109E-05,0.00016391,0.0001679
./Szczerba/Ill_Stokes/Ill_Stokes.mtx,1.468E-05,1.156E-05,1.208E-05,1.154E-05,1.057E-05,9.75E-06,1.355E-05,1.227E-05,1.188E-05,9.63E-06,7.05E-06,6.72E-06,3.732E-05,4.463E-05,4.62E-05,4.468E-05
./Quaglino/viscoplastic2/viscoplastic2.mtx,6.501E-05,2.22E-05,3.216E-05,1.761E-05,2.712E-05,1.639E-05,2.226E-05,2E-05,5.385E-05,1.754E-05,2.581E-05,1.015E-05,7.141E-05,3.202E-05,4.535E-05,4.728E-05
./YCheng/psse0/psse0.mtx,7.25E-06,7E-06,9E-06,9.21E-06,7.3E-06,6.97E-06,1.003E-05,9.8E-06,8.57E-06,8.27E-06,6.19E-06,6.25E-06,4.269E-05,4.267E-05,0.00016442,0.00016729
./YCheng/psse2/psse2.mtx,8.87E-06,7.92E-06,9.93E-06,9.55E-06,7.8E-06,7.49E-06,1.067E-05,1.012E-05,9.38E-06,8.6E-06,6.28E-06,6.35E-06,4.244E-05,4.273E-05,0.00016038,0.00016638
./Dehghani/light_in_tissue/light_in_tissue.mtx,2.303E-05,2.221E-05,1.62E-05,1.599E-05,1.482E-05,1.551E-05,1.872E-05,1.893E-05,1.937E-05,1.676E-05,8.97E-06,8.82E-06,5.236E-05,5.279E-05,0.00016428,4.758E-05
./HVDC/hvdc1/hvdc1.mtx,1.33E-05,9.67E-06,1.14E-05,1.143E-05,9.99E-06,8.78E-06,1.267E-05,1.157E-05,1.221E-05,9.39E-06,6.32E-06,6.35E-06,3.754E-05,4.368E-05,0.00016454,0.00016512
./Rost/RFdevice/RFdevice.mtx,2.014E-05,2.669E-05,1.509E-05,1.757E-05,1.587E-05,1.854E-05,1.951E-05,2.173E-05,1.564E-05,1.629E-05,8.96E-06,9.36E-06,5.072E-05,3.681E-05,0.00016539,4.927E-05
./NYPA/Maragal_6/Maragal_6.mtx,0.00022059,0.00027429,9.496E-05,0.00030397,8.462E-05,0.00024356,7.96E-05,0.0002561,0.00020234,0.00039916,9.947E-05,0.00033034,0.00021228,0.00077192,0.0003087,0.00056594
./TKK/g3rmt3m3/g3rmt3m3.mtx,6.84E-06,6.21E-06,9.02E-06,9.04E-06,6.73E-06,6.84E-06,9.66E-06,9.61E-06,7.09E-06,7.21E-06,5.48E-06,5.75E-06,3.4E-05,4.11E-05,0.00016581,0.00016457
./TKK/t520/t520.mtx,8.32E-06,8.44E-06,1.005E-05,1.037E-05,7.75E-06,7.99E-06,1.003E-05,1.08E-05,8.34E-06,8.48E-06,6.19E-06,6.14E-06,4.305E-05,3.638E-05,0.00016346,0.00016404
./TKK/cbuckle/cbuckle.mtx,3.512E-05,3.476E-05,2.013E-05,1.979E-05,2.22E-05,2.18E-05,2.306E-05,2.27E-05,2.791E-05,2.711E-05,1.327E-05,1.305E-05,5.862E-05,4.839E-05,0.00016562,0.00016303
./TKK/cyl6/cyl6.mtx,1.838E-05,1.877E-05,1.466E-05,1.438E-05,1.463E-05,1.444E-05,1.62E-05,1.683E-05,1.739E-05,1.642E-05,8.65E-06,8.43E-06,5.069E-05,4.368E-05,0.00016133,0.00015987
./TKK/tube1/tube1.mtx,2.507E-05,2.386E-05,1.562E-05,1.572E-05,1.715E-05,1.678E-05,1.94E-05,1.894E-05,2.127E-05,2.168E-05,8.86E-06,8.97E-06,4.241E-05,4.171E-05,0.00016117,0.00016267
./TKK/tube2/tube2.mtx,2.542E-05,2.492E-05,1.654E-05,1.579E-05,1.884E-05,1.77E-05,1.983E-05,1.957E-05,2.309E-05,2.139E-05,8.9E-06,8.82E-06,3.556E-05,3.268E-05,0.00016143,0.0001609
./JGD_BIBD/bibd_15_7/bibd_15_7.mtx,1.06E-05,1.106E-05,1.168E-05,1.303E-05,9.53E-06,9.8E-06,1.106E-05,1.157E-05,9.96E-06,2.131E-05,7.01E-06,7.16E-06,3.517E-05,3.479E-05,4.329E-05,0.00016257
./JGD_BIBD/bibd_16_8/bibd_16_8.mtx,2.564E-05,2.618E-05,1.696E-05,1.798E-05,1.593E-05,1.691E-05,1.662E-05,2.041E-05,2.133E-05,2.23E-05,1.188E-05,1.18E-05,4.143E-05,4.12E-05,4.904E-05,0.0001647
./JGD_BIBD/bibd_17_8/bibd_17_8.mtx,4.636E-05,4.706E-05,2.295E-05,2.481E-05,2.77E-05,3.218E-05,2.429E-05,2.948E-05,3.859E-05,4.233E-05,1.823E-05,1.828E-05,5.113E-05,5.96E-05,5.528E-05,0.00016995
./JGD_BIBD/bibd_81_3/bibd_81_3.mtx,1.52E-05,1.487E-05,1.246E-05,1.31E-05,1.206E-05,1.209E-05,1.394E-05,1.511E-05,1.521E-05,1.498E-05,8.18E-06,8.4E-06,4.728E-05,4.688E-05,0.00016524,0.0001667
./JGD_CAG/CAG_mat1916/CAG_mat1916.mtx,1.785E-05,1.843E-05,1.217E-05,1.155E-05,1.242E-05,9.26E-06,1.346E-05,1.21E-05,2.612E-05,1.61E-05,7.39E-06,6.72E-06,2.67E-05,2.028E-05,4.274E-05,0.00016209
./JGD_Forest/TF16/TF16.mtx,1.432E-05,1.523E-05,1.237E-05,1.216E-05,1.078E-05,1.077E-05,1.335E-05,1.297E-05,1.153E-05,1.219E-05,6.69E-06,6.58E-06,3.598E-05,3.477E-05,4.371E-05,4.381E-05
./JGD_Forest/TF17/TF17.mtx,3.868E-05,4.026E-05,2.013E-05,2.038E-05,2.329E-05,2.407E-05,2.288E-05,2.313E-05,2.927E-05,3.249E-05,1.056E-05,1.124E-05,3.552E-05,3.639E-05,4.761E-05,4.619E-05
./JGD_Franz/Franz8/Franz8.mtx,6.44E-06,6.57E-06,8.66E-06,8.82E-06,6.77E-06,6.58E-06,9.59E-06,9.58E-06,5.85E-06,8.04E-06,5.84E-06,5.86E-06,4.186E-05,4.268E-05,4.4E-05,0.00016337
./JGD_Franz/Franz11/Franz11.mtx,1.742E-05,1.764E-05,1.358E-05,1.377E-05,1.365E-05,1.388E-05,1.655E-05,1.67E-05,1.266E-05,1.451E-05,8.47E-06,8.46E-06,4.987E-05,4.915E-05,4.646E-05,0.00016339
./JGD_G5/IG5-14/IG5-14.mtx,1.527E-05,1.728E-05,1.255E-05,1.091E-05,1.019E-05,1.085E-05,1.261E-05,1.296E-05,1.702E-05,1.534E-05,6.47E-06,6.3E-06,3.685E-05,2.433E-05,0.00016052,0.00016734
./JGD_G5/IG5-15/IG5-15.mtx,2.757E-05,2.683E-05,1.608E-05,1.527E-05,1.538E-05,1.788E-05,1.638E-05,1.805E-05,2.313E-05,2.082E-05,9.1E-06,9.84E-06,2.77E-05,2.585E-05,4.513E-05,4.447E-05
./JGD_G5/IG5-16/IG5-16.mtx,4.5E-05,5.601E-05,2.261E-05,2.299E-05,2.524E-05,2.975E-05,2.53E-05,2.587E-05,3.743E-05,4.157E-05,1.528E-05,1.569E-05,4.05E-05,4.7E-05,0.00016538,4.531E-05
./JGD_GL7d/GL7d13/GL7d13.mtx,3.137E-05,2.382E-05,1.745E-05,1.792E-05,1.64E-05,1.5E-05,1.789E-05,1.791E-05,2.22E-05,1.668E-05,7.67E-06,8.39E-06,2.608E-05,4.394E-05,0.00015967,0.00016497
./JGD_GL7d/GL7d24/GL7d24.mtx,0.0001052,4.713E-05,5.589E-05,2.149E-05,6.426E-05,2.85E-05,5.713E-05,3.071E-05,0.00010445,3.45E-05,4.608E-05,1.463E-05,0.00018486,6.782E-05,0.00016517,0.0001671
./JGD_Groebner/f855_mat9/f855_mat9.mtx,1.142E-05,1.441E-05,1.23E-05,1.171E-05,1.002E-05,1.075E-05,1.213E-05,1.262E-05,6.672E-05,1.859E-05,7.27E-06,6.85E-06,4.02E-05,3.018E-05,0.0001605,0.00016092
./JGD_Groebner/f855_mat9_I/f855_mat9_I.mtx,1.148E-05,1.668E-05,1.186E-05,1.184E-05,9.81E-06,1.078E-05,1.207E-05,1.239E-05,4.857E-05,2.116E-05,7.1E-06,7.23E-06,3.385E-05,2.901E-05,0.00015841,0.00016221
./JGD_Groebner/HFE18_96_in/HFE18_96_in.mtx,9.426E-05,0.00014214,4.127E-05,5.683E-05,5.129E-05,7.354E-05,3.573E-05,4.637E-05,0.00010361,0.00012673,3.793E-05,4.85E-05,8.338E-05,0.00010519,0.00016595,0.00016322
./JGD_Homology/ch7-7-b5/ch7-7-b5.mtx,1.237E-05,1.253E-05,1.123E-05,1.183E-05,1.072E-05,1.041E-05,1.334E-05,1.305E-05,9.15E-06,9.08E-06,7.02E-06,7.21E-06,4.663E-05,4.593E-05,4.539E-05,4.469E-05
./JGD_Homology/ch7-8-b3/ch7-8-b3.mtx,1.339E-05,1.333E-05,1.195E-05,1.205E-05,1.123E-05,1.15E-05,1.367E-05,1.378E-05,1.043E-05,1.048E-05,7.85E-06,8.05E-06,4.895E-05,4.894E-05,4.548E-05,4.617E-05
./JGD_Homology/ch7-8-b4/ch7-8-b4.mtx,3.631E-05,3.67E-05,2.015E-05,2.09E-05,2.511E-05,2.53E-05,2.9E-05,2.868E-05,2.372E-05,2.374E-05,1.249E-05,1.273E-05,6.177E-05,6.115E-05,5.415E-05,5.39E-05
./JGD_Homology/ch7-8-b5/ch7-8-b5.mtx,4.37E-05,5.907E-05,2.233E-05,2.91E-05,3.114E-05,5.423E-05,3.411E-05,3.759E-05,2.731E-05,4.897E-05,1.375E-05,1.578E-05,6.435E-05,0.00015847,5.611E-05,5.666E-05
./JGD_Homology/ch7-9-b3/ch7-9-b3.mtx,2.291E-05,2.295E-05,1.537E-05,1.579E-05,1.767E-05,1.743E-05,2.031E-05,1.947E-05,1.65E-05,1.649E-05,1.046E-05,1.067E-05,5.563E-05,5.577E-05,4.872E-05,4.897E-05
./JGD_Homology/ch8-8-b3/ch8-8-b3.mtx,2.542E-05,2.526E-05,1.63E-05,1.663E-05,1.932E-05,1.884E-05,2.178E-05,2.146E-05,1.796E-05,1.8E-05,1.114E-05,1.125E-05,5.738E-05,5.695E-05,4.964E-05,4.952E-05
./JGD_Homology/cis-n4c6-b4/cis-n4c6-b4.mtx,6.35E-06,6.39E-06,8.75E-06,8.78E-06,6.9E-06,7E-06,9.45E-06,9.38E-06,5.68E-06,5.76E-06,5.85E-06,5.83E-06,4.294E-05,4.273E-05,4.362E-05,4.372E-05
./JGD_Homology/D6-6/D6-6.mtx,3.278E-05,2.198E-05,1.442E-05,1.559E-05,8.94E-06,1.45E-05,1.134E-05,1.546E-05,1.723E-05,1.861E-05,6.95E-06,7.37E-06,3.825E-05,3.019E-05,0.00017233,4.435E-05
./JGD_Homology/m133-b3/m133-b3.mtx,4.837E-05,6.287E-05,2.54E-05,2.985E-05,4.512E-05,5.603E-05,3.661E-05,4.128E-05,2.973E-05,5.538E-05,1.613E-05,1.634E-05,8.397E-05,0.00016762,5.583E-05,6.166E-05
./JGD_Homology/mk12-b3/mk12-b3.mtx,1.195E-05,1.213E-05,1.147E-05,1.156E-05,1.063E-05,1.065E-05,1.338E-05,1.325E-05,9.56E-06,9.6E-06,7.47E-06,7.75E-06,4.783E-05,4.751E-05,4.54E-05,4.539E-05
./JGD_Homology/mk12-b4/mk12-b4.mtx,1.689E-05,1.725E-05,1.346E-05,1.408E-05,1.399E-05,1.393E-05,1.693E-05,1.649E-05,1.243E-05,1.241E-05,8.26E-06,8.46E-06,4.973E-05,5.013E-05,4.715E-05,4.738E-05
./JGD_Homology/mk13-b5/mk13-b5.mtx,4.59E-05,4.976E-05,2.271E-05,2.468E-05,4.071E-05,4.242E-05,3.532E-05,3.518E-05,2.696E-05,3.219E-05,1.374E-05,1.378E-05,6.833E-05,6.076E-05,5.557E-05,5.546E-05
./JGD_Homology/n4c6-b11/n4c6-b11.mtx,3.889E-05,3.998E-05,2.148E-05,2.124E-05,2.832E-05,3.061E-05,3.213E-05,3.019E-05,2.669E-05,2.607E-05,1.322E-05,1.332E-05,5.404E-05,5.999E-05,5.595E-05,5.542E-05
./JGD_Homology/n4c6-b12/n4c6-b12.mtx,1.603E-05,1.622E-05,1.312E-05,1.332E-05,1.378E-05,1.353E-05,1.68E-05,1.659E-05,1.271E-05,1.246E-05,8.2E-06,8.32E-06,4.929E-05,4.833E-05,4.66E-05,4.721E-05
./JGD_Homology/n4c6-b4/n4c6-b4.mtx,6.36E-06,6.43E-06,8.68E-06,8.66E-06,6.82E-06,6.85E-06,9.46E-06,9.38E-06,5.73E-06,5.78E-06,5.83E-06,5.94E-06,4.263E-05,4.265E-05,4.42E-05,4.329E-05
./JGD_Homology/n4c6-b5/n4c6-b5.mtx,1.677E-05,1.776E-05,1.303E-05,1.314E-05,1.312E-05,1.327E-05,1.571E-05,1.585E-05,1.166E-05,1.16E-05,7.97E-06,8.14E-06,4.998E-05,5.007E-05,4.638E-05,4.651E-05
./JGD_Homology/n4c6-b6/n4c6-b6.mtx,3.643E-05,3.615E-05,2.055E-05,2.033E-05,2.508E-05,2.48E-05,2.86E-05,2.814E-05,2.366E-05,2.341E-05,1.243E-05,1.254E-05,5.908E-05,5.889E-05,5.327E-05,5.357E-05
./JGD_Homology/shar_te2-b2/shar_te2-b2.mtx,3.355E-05,3.422E-05,1.953E-05,1.991E-05,2.406E-05,2.435E-05,2.637E-05,2.667E-05,2.135E-05,2.173E-05,1.209E-05,1.198E-05,5.845E-05,5.907E-05,6.905E-05,6.802E-05
./JGD_Homology/shar_te2-b3/shar_te2-b3.mtx,4.847E-05,6.195E-05,2.622E-05,2.988E-05,4.688E-05,5.664E-05,3.689E-05,3.929E-05,2.946E-05,5.482E-05,1.6E-05,1.628E-05,8.706E-05,0.00016821,5.538E-05,6.091E-05
./JGD_Kocay/Trec12/Trec12.mtx,1.28E-05,1.396E-05,1.123E-05,1.103E-05,9.77E-06,8.61E-06,1.136E-05,1.121E-05,1.533E-05,4.142E-05,6.92E-06,6.54E-06,3.167E-05,2.544E-05,0.00016209,0.00016231
./JGD_Kocay/Trec13/Trec13.mtx,5.429E-05,6.459E-05,2.363E-05,2.447E-05,3.064E-05,3.701E-05,2.557E-05,2.98E-05,4.225E-05,8.16E-05,1.987E-05,2.222E-05,4.311E-05,4.623E-05,4.634E-05,5.174E-05
./JGD_Margulies/cat_ears_4_4/cat_ears_4_4.mtx,8.55E-06,8.21E-06,1.107E-05,1.099E-05,8.16E-06,7.74E-06,1.089E-05,1.089E-05,7.85E-06,8.28E-06,6.1E-06,6.15E-06,4.148E-05,4.264E-05,4.366E-05,0.00016456
./JGD_Margulies/flower_7_4/flower_7_4.mtx,1.288E-05,1.25E-05,1.328E-05,1.328E-05,1.075E-05,1.031E-05,1.337E-05,1.308E-05,1.095E-05,1.109E-05,6.67E-06,6.96E-06,4.324E-05,4.398E-05,0.00016167,0.0001631
./JGD_Margulies/flower_8_4/flower_8_4.mtx,2.583E-05,2.815E-05,1.899E-05,1.918E-05,1.794E-05,1.747E-05,1.986E-05,1.945E-05,2.012E-05,2.028E-05,8.48E-06,8.81E-06,4.174E-05,4.211E-05,0.00016241,0.00016255
./JGD_Margulies/kneser_10_4_1/kneser_10_4_1.mtx,7.853E-05,0.00012186,3.966E-05,5.086E-05,5.972E-05,8.229E-05,4.052E-05,5.304E-05,5.182E-05,9.138E-05,2.045E-05,2.792E-05,8.621E-05,0.0001144,6.521E-05,0.000155
./JGD_Relat/rel8/rel8.mtx,6.945E-05,6.89E-05,2.859E-05,2.964E-05,3.656E-05,3.77E-05,2.541E-05,4.247E-05,4.621E-05,4.75E-05,2.102E-05,2.25E-05,7.516E-05,7.687E-05,0.00017984,0.0001503
./JGD_SPG/EX5/EX5.mtx,1.259E-05,1.15E-05,1.031E-05,1.046E-05,9.17E-06,8.11E-06,1.141E-05,1.125E-05,1.035E-05,1.044E-05,5.84E-06,5.79E-06,3.382E-05,3.409E-05,4.325E-05,4.361E-05
./JGD_SPG/EX6/EX6.mtx,1.26E-05,1.175E-05,1.026E-05,1.065E-05,9.23E-06,8.01E-06,1.115E-05,1.12E-05,1.053E-05,1.05E-05,5.76E-06,5.77E-06,3.367E-05,3.526E-05,4.288E-05,4.347E-05
./JGD_Taha/abtaha2/abtaha2.mtx,8.96E-06,8.92E-06,9.77E-06,1.009E-05,8.35E-06,8.27E-06,1.15E-05,1.077E-05,8.95E-06,8.3E-06,6.27E-06,6.73E-06,3.39E-05,4.376E-05,4.245E-05,4.49E-05
./JGD_Trefethen/Trefethen_20000b/Trefethen_20000b.mtx,1.435E-05,1.515E-05,1.145E-05,1.297E-05,1.244E-05,1.285E-05,1.426E-05,1.525E-05,1.124E-05,1.189E-05,7.12E-06,7.52E-06,3.765E-05,4.102E-05,0.00016622,0.00016586
./JGD_Trefethen/Trefethen_20000/Trefethen_20000.mtx,1.559E-05,1.515E-05,1.148E-05,1.295E-05,1.205E-05,1.26E-05,1.422E-05,1.545E-05,1.117E-05,1.186E-05,7.14E-06,7.46E-06,3.837E-05,4.14E-05,0.0001658,0.00016526
./QY/case9/case9.mtx,3.146E-05,2.741E-05,3.416E-05,2.948E-05,2.691E-05,2.539E-05,2.985E-05,2.922E-05,4.389E-05,3.733E-05,3.523E-05,3.055E-05,7.035E-05,6.042E-05,0.00016493,4.827E-05
./TSOPF/TSOPF_FS_b162_c1/TSOPF_FS_b162_c1.mtx,0.00014512,0.00015305,0.00015507,0.00014508,0.00011784,0.00012438,0.0001326,0.00012841,0.00021692,0.00019513,0.00016833,0.0001615,0.0004413,0.00041393,0.00046337,0.0004551
./TSOPF/TSOPF_FS_b39_c7/TSOPF_FS_b39_c7.mtx,0.00018761,0.00018137,0.00018447,0.00018177,0.00014631,0.00015922,0.00015847,0.0001719,0.00024976,0.00024406,0.00020248,0.00019719,0.00050792,0.00049842,0.00052459,0.00058277
./TSOPF/TSOPF_FS_b9_c6/TSOPF_FS_b9_c6.mtx,3.139E-05,2.746E-05,3.352E-05,2.994E-05,2.699E-05,2.515E-05,2.977E-05,2.934E-05,4.375E-05,3.745E-05,3.529E-05,3.065E-05,7.051E-05,6.085E-05,0.00016626,0.00015627
./TSOPF/TSOPF_RS_b162_c1/TSOPF_RS_b162_c1.mtx,1.984E-05,1.984E-05,1.305E-05,1.335E-05,1.485E-05,1.53E-05,1.511E-05,1.5E-05,1.773E-05,1.778E-05,8.11E-06,8.23E-06,2.907E-05,2.929E-05,4.241E-05,4.269E-05
./TSOPF/TSOPF_RS_b162_c3/TSOPF_RS_b162_c3.mtx,5.511E-05,5.533E-05,2.995E-05,2.877E-05,3.787E-05,3.859E-05,3.207E-05,3.255E-05,4.765E-05,4.755E-05,1.832E-05,1.833E-05,5.571E-05,5.462E-05,4.344E-05,4.415E-05
./TSOPF/TSOPF_RS_b162_c4/TSOPF_RS_b162_c4.mtx,7.249E-05,7.251E-05,3.407E-05,3.405E-05,4.945E-05,4.895E-05,4.078E-05,4.094E-05,6.19E-05,6.245E-05,2.343E-05,2.35E-05,6.868E-05,6.959E-05,4.588E-05,4.648E-05
./TSOPF/TSOPF_RS_b39_c19/TSOPF_RS_b39_c19.mtx,5.458E-05,5.466E-05,2.901E-05,2.795E-05,3.667E-05,3.681E-05,3.362E-05,3.326E-05,4.071E-05,4.101E-05,1.571E-05,1.573E-05,5.25E-05,5.123E-05,4.19E-05,4.231E-05
./TSOPF/TSOPF_RS_b39_c7/TSOPF_RS_b39_c7.mtx,2.071E-05,2.073E-05,1.394E-05,1.467E-05,1.618E-05,1.622E-05,1.643E-05,1.656E-05,1.737E-05,1.677E-05,7.55E-06,7.56E-06,3.007E-05,3.117E-05,0.00016226,0.00016473
./Yoshiyasu/image_interp/image_interp.mtx,5.616E-05,4.518E-05,2.348E-05,2.367E-05,2.421E-05,2.872E-05,2.263E-05,2.805E-05,3.583E-05,2.795E-05,1.467E-05,1.505E-05,5.751E-05,6.633E-05,0.00018096,0.00016832
./Yoshiyasu/mesh_deform/mesh_deform.mtx,4.782E-05,5.219E-05,2.267E-05,2.534E-05,2.882E-05,3.129E-05,3.203E-05,3.431E-05,3.209E-05,3.305E-05,1.65E-05,1.65E-05,5.855E-05,7.241E-05,5.401E-05,0.00017168
./Priebel/192bit/192bit.mtx,1.093E-05,9.46E-06,1.113E-05,1.046E-05,8.64E-06,8.98E-06,1.168E-05,1.207E-05,1.056E-05,1.561E-05,6.63E-06,6.44E-06,4.351E-05,4.354E-05,0.00016193,0.00016724
./Priebel/208bit/208bit.mtx,1.92E-05,1.688E-05,1.505E-05,1.389E-05,1.356E-05,1.395E-05,1.642E-05,1.658E-05,1.416E-05,1.462E-05,8.25E-06,8.33E-06,4.364E-05,4.034E-05,4.839E-05,0.00016341
./Botonakis/thermomech_TC/thermomech_TC.mtx,5.304E-05,4.765E-05,2.818E-05,2.524E-05,3.802E-05,2.712E-05,3.174E-05,3.027E-05,3.745E-05,2.982E-05,1.336E-05,1.209E-05,7.678E-05,6.124E-05,0.00017115,0.00016936
./Botonakis/thermomech_TK/thermomech_TK.mtx,5.363E-05,4.762E-05,2.707E-05,2.521E-05,3.818E-05,2.722E-05,3.16E-05,2.868E-05,3.612E-05,2.972E-05,1.335E-05,1.228E-05,7.694E-05,6.201E-05,0.00017148,0.00016799
./MaxPlanck/shallow_water1/shallow_water1.mtx,1.817E-05,1.799E-05,1.388E-05,1.389E-05,1.486E-05,1.458E-05,1.654E-05,1.657E-05,1.543E-05,1.491E-05,9.24E-06,9.26E-06,5.242E-05,5.245E-05,0.0001635,0.00016496
